ID,Name,Category1,Category,Currency,Deadline,Goal,Launched,Pledged2,Outcome,Backers,Country,USDPledged1,Pledged,GoalReal,Duration
1003381,SoMo: The Mixtape,Pop,Music,USD,2012,10000,2012,1159,Failed,30,US,1159,1159,10000,28
1017454,The Forest or: How I Learned to Love the Pine Beetle,Film & Video,Film & Video,USD,2015,1,2015,167,Successful,9,US,167,167,1,6
1024013,A Self-Help Book for the Leaders of the Next US Revolution,Nonfiction,Publishing,USD,2012,40000,2012,9758,Failed,136,US,9758,9758,40000,45
1024208,2014 Black Star Dawn Patrol,Flight,Technology,USD,2014,1500,2014,150,Failed,5,US,150,150,1500,30
1031051,Write Your First Piece of Music In 14 Steps Video Course,Film & Video,Film & Video,USD,2017,6000,2017,50,Failed,5,US,20,50,6000,30
1033120,Fields of Fire: Miniatures rules for modern combat,Tabletop Games,Games,USD,2013,2500,2013,2575,Successful,35,US,2575,2575,2500,24
1038373,Little Drops of Heaven Bakery goes to the Farmers Market!,Food,Food,USD,2012,3300,2012,3674,Successful,73,US,3674,3674,3300,30
1041697,HOME?O Roof System: Building a Prototype Shelter,Design,Design,USD,2013,4000,2013,4630,Successful,285,US,4630,4630,4000,21
1043796,ZipDo,Web,Technology,USD,2014,35750,2014,1,Failed,1,US,1,1,35750,35
1044530,Mind of Mirrors,Comics,Comics,USD,2013,30000,2013,32050,Successful,444,US,32050,32050,30000,30
1045984,"Ninja Boy 2, Life after Death",Comic Books,Comics,USD,2017,10000,2017,15387,Successful,155,US,6790,15387,10000,30
10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,2012,15000,2012,151,Cancelled,4,US,151,151,15000,60
10004373,Bad Example (A Southern Trailer Park Fairy Tale) Indie Short,Shorts,Film & Video,USD,2017,1800,2017,22,Failed,2,US,7,22,1800,35
10005784,DOGMA - Short Film,Drama,Film & Video,GBP,2015,750,2015,756,Successful,15,GB,1153,1123,1114,14
10011702,Piero Marsili,Documentary,Film & Video,GBP,2016,10000,2016,0,Failed,0,GB,0,0,12967,40
10018239,Borders,Drama,Film & Video,GBP,2016,3500,2016,40,Failed,2,GB,56,56,4926,43
10024216,Rock The Audition-In Concert/Sheri Sanders,Theater,Theater,USD,2011,5000,2011,0,Failed,0,US,0,0,5000,25
10024998,Casper & The Bad Spirits LP Funding,Indie Rock,Music,USD,2014,5000,2014,5189,Successful,59,US,5189,5189,5000,33
10031522,Storm Hollow: Call to Adventure,Tabletop Games,Games,USD,2017,35000,2017,3904,Cancelled,63,US,2950,3904,35000,15
10034684,Chop Sooey Charm Pins,Art,Art,USD,2016,520,2016,583,Successful,11,US,272,583,520,31
10034874,Igneos: The Last Phoenix - Aerial Combat Adventure Game,Video Games,Games,CAD,2015,40000,2015,5840,Cancelled,173,CA,4874,4689,32113,35
10040833,Versa-Tool,Product Design,Design,USD,2013,2000,2013,4201,Successful,215,US,4201,4201,2000,35
10044110,Can't Turn Back Now,Hip-Hop,Music,USD,2015,650,2015,2,Failed,2,US,2,2,650,30
10050058,The Challis Effect: Your Heart Was Built On A Graveyard....,Rock,Music,USD,2012,3500,2012,0,Failed,0,US,0,0,3500,30
10052511,Please Donate Money For My First Music Video Shooting in September,Country & Folk,Music,USD,2010,5000,2010,0,Failed,0,US,0,0,5000,30
10064113,I AM SOUL RAP (Canceled),Hip-Hop,Music,USD,2010,5000,2010,160,Cancelled,3,US,160,160,5000,61
10064783,WarmUp: A High-Protein Coffee,Drinks,Food,USD,2016,8000,2016,8599,Successful,200,US,932,8599,8000,30
10067082,ATEMPORAL,Plays,Theater,MXN,2016,20000,2016,0,Failed,0,MX,0,0,968,30
10070457,Incpin Media,Publishing,Publishing,USD,2017,2500,2017,0,Failed,0,US,0,0,2500,30
10071048,"YELLOW, A short film",Narrative Film,Film & Video,CAD,2017,20000,2017,23400,Successful,255,CA,2123,17149,14657,30
10076573,Draka Dragon Tour! Burning Man via Austin!,Public Art,Art,USD,2012,3350,2012,2595,Failed,54,US,2595,2595,3350,15
10078468,Art for Change Exhibition: igniting empathy & resilience,Mixed Media,Art,GBP,2013,1050,2013,233,Failed,7,GB,350,354,1594,17
10079869,Bravory - Ruin (Working Title) :  Stage 1,Music,Music,GBP,2013,500,2013,101,Failed,2,GB,158,163,809,60
10084188,The Rebirth Consortium,Festivals,Theater,USD,2015,2600,2015,200,Failed,2,US,200,200,2600,40
10089293,The Cherokee PEOPLE'S JOY Parade Returns for Our 3rd Year!,Performance Art,Art,USD,2011,2500,2011,2646,Successful,66,US,2646,2646,2500,33
10089834,"Return to Glory, an independent documentary feature film",Documentary,Film & Video,USD,2011,25000,2011,2662,Failed,18,US,2662,2662,25000,60
10097005,Z-Kour - Survive any way you can....,Shorts,Film & Video,USD,2013,1500,2013,121,Failed,6,US,121,121,1500,14
10100125,"Graymarket Design Bedding: Original Prints, Luxurious Cotton",Product Design,Design,USD,2016,12500,2016,17391,Successful,102,US,17391,17391,12500,30
10106921,Earlids,Shorts,Film & Video,USD,2013,1300,2013,1700,Successful,26,US,1700,1700,1300,34
10109773,Sword 'N' Board - Now coming to Wii U!,Video Games,Games,USD,2013,7500,2013,8586,Successful,188,US,8586,8586,7500,39
10120159,JI EUM: A Rhythm Mobile Game for the Visually Impaired,Mobile Games,Games,USD,2015,1000,2015,1313,Successful,36,US,1313,1313,1000,21
10127972,Drift Plates X1 Bindings,Product Design,Design,USD,2011,3800,2011,150,Failed,3,US,150,150,3800,17
10131266,Battle Tank Defence,Video Games,Games,GBP,2015,10000,2015,60,Failed,4,GB,92,89,14781,30
10137007,Saali & The Ravenhearts,Music,Music,CAD,2014,19000,2014,450,Failed,20,CA,401,385,16264,30
10153096,The Life in Aggro T-Shirt and Hoodie Print Project,Comics,Comics,USD,2012,4000,2011,5566,Successful,68,US,5566,5566,4000,34
10154884,"HALLE WANTS A JILT, FOR THE SECOND TIME",Pop,Music,USD,2012,8000,2012,8792,Successful,98,US,8792,8792,8000,44
10155950,25 The Movie,Film & Video,Film & Video,USD,2013,20000,2013,760,Failed,7,US,760,760,20000,30
10156032,Old Bat,Webseries,Film & Video,AUD,2015,6000,2015,800,Failed,10,AU,618,598,4482,30
10156691,Robyn O'Brien Talk and Lunch!,Events,Food,USD,2015,4500,2015,105,Failed,1,US,105,105,4500,29
10156784,Awesome Little Videos,Webseries,Film & Video,USD,2011,600,2011,30,Failed,2,US,30,30,600,21
10173583,DESTINATION: CONCEPT ARTIST -an audio book,Conceptual Art,Art,USD,2011,1000,2011,401,Failed,10,US,401,401,1000,14
10175303,Lunchbar with cocktailworkshops and tastings,Drinks,Food,EUR,2015,3500,2014,3500,Successful,4,NL,4332,4135,4135,25
10176166,Natural Makes Scents,DIY,Crafts,CAD,2015,5000,2015,34,Failed,3,CA,27,28,4154,60
10178577,"MYTHOS: NECRONOMICON, Bicycle® Playing Cards",Tabletop Games,Games,USD,2012,15000,2012,42661,Successful,1193,US,42661,42661,15000,40
10188328,Fat Granny Gears (Canceled),Product Design,Design,USD,2015,7900,2015,1626,Cancelled,19,US,1626,1626,7900,30
10194072,BETWEEN THE SHADES,Documentary,Film & Video,USD,2015,46000,2015,46375,Successful,194,US,46375,46375,46000,45
10196566,Ashley Has A Message To Share,Web,Journalism,USD,2015,2500,2015,55,Failed,3,US,55,55,2500,30
10201491,Traveling with Scrabble,Tabletop Games,Games,USD,2017,2000,2017,535,Failed,5,US,103,535,2000,32
10205736,HuniePop: A Dating Puzzle RPG,Video Games,Games,USD,2013,20000,2013,53536,Successful,1483,US,53536,53536,20000,30
10206527,Hell in Heaven: The Illusion of a Paradise,Fiction,Publishing,USD,2015,2000,2014,15,Failed,1,US,15,15,2000,45
10210001,Imperial Crusade Armada: A Unique Space Combat Game,Tabletop Games,Games,USD,2011,2000,2011,8016,Successful,217,US,8016,8016,2000,60
10212042,Baroque bows,Classical Music,Music,USD,2012,800,2012,25,Failed,1,US,25,25,800,30
10212240,Los Maratones del Mundo,Video,Journalism,MXN,2017,80000,2017,0,Failed,0,MX,0,0,4271,51
10217623,Craft Chocolate Week | Chocolate Tasting & Pairing Events,Events,Food,USD,2015,3300,2015,70,Failed,3,US,70,70,3300,27
10218361,"Affordable Kilts, Skirts, Shirts, and Festival Clothing.",Fashion,Fashion,USD,2015,1500,2015,0,Failed,0,US,0,0,1500,30
10218804,Bring Back Hazmat Hero,Apps,Technology,USD,2016,100000,2015,77,Failed,5,US,77,77,100000,30
10223151,Fort Collins Knightly Nook chess club (Canceled),Tabletop Games,Games,USD,2016,125000,2016,0,Cancelled,0,US,0,0,125000,32
10231318,Dungeon of Zaar: Fast-paced tactical multiplayer.,Video Games,Games,EUR,2016,25000,2016,26250,Successful,553,FR,4376,29119,27732,35
10232390,Kids Tree House Bunk Beds,Product Design,Design,USD,2016,1600,2016,650,Failed,34,US,650,650,1600,30
10247437,The Shadow War Project,Theater,Theater,USD,2012,1000,2012,1136,Successful,36,US,1136,1136,1000,30
10251623,The Modern Alpha Magazine,Publishing,Publishing,GBP,2016,5000,2016,0,Failed,0,GB,0,0,6330,60
10258287,Those Guys Tour America! (Canceled),Music,Music,USD,2011,10000,2011,30,Cancelled,2,US,30,30,10000,36
10269635,Follow the Rabbt,Public Art,Art,USD,2013,2500,2013,440,Failed,7,US,440,440,2500,30
10270441,Io-1 -  A True LPT Parallel Port Cape For The Beaglebone.,Hardware,Technology,USD,2014,7400,2013,836,Failed,13,US,836,836,7400,30
10275572,20 cities | 20 mosaic maps,Digital Art,Art,EUR,2015,350,2015,1230,Successful,22,NL,1332,1388,395,30
10278585,iRMimic - Making TV Simple Again!,Gadgets,Technology,USD,2016,75000,2016,1350,Failed,8,US,960,1350,75000,32
10286681,Orion's Representative,Publishing,Publishing,USD,2012,38484,2012,35,Failed,2,US,35,35,38484,30
10293236,Jason Fordham's Lords of the North Kingdom: Blood and Stone,Fiction,Publishing,USD,2014,3600,2014,110,Failed,4,US,110,110,3600,32
10304147,The Stretching & Flexing Workout Bar,Product Design,Design,USD,2015,1500,2015,0,Failed,0,US,0,0,1500,28
10317787,Buttons: The Game,Video Games,Games,USD,2017,3000,2017,51,Failed,6,US,15,51,3000,30
10317886,Dragons in the Library,Children's Books,Publishing,USD,2013,550,2013,3804,Successful,104,US,3804,3804,550,18
10327390,Roger Dawson's New CD Project,Music,Music,USD,2014,2500,2013,162,Failed,5,US,162,162,2500,60
10336784,Art and Soul Boutique Line Expansion and Local Store Front,Childrenswear,Fashion,USD,2014,10000,2014,510,Failed,12,US,510,510,10000,30
10343646,HEALT-SHIRT,Fashion,Fashion,EUR,2016,70000,2016,100,Failed,1,IT,0,112,78106,30
10347903,Help 'Love Light The Way' globally this Christmas!,Shorts,Film & Video,GBP,2012,1000,2012,25,Failed,3,GB,40,40,1602,13
10353282,Exodus: Edge of Extinction. Forge your space empire.,Tabletop Games,Games,USD,2015,28000,2015,94586,Successful,1077,US,94586,94586,28000,21
10356302,Ninchanese: a Gamified Chinese Learning Web App,Video Games,Games,EUR,2015,15000,2015,20853,Successful,314,FR,23673,22815,16412,41
10363753,Building The Highway 2 Mars Documentary,Documentary,Film & Video,USD,2012,55500,2012,0,Failed,0,US,0,0,55500,30
10367591,International Workers Day--The People's Liberation Big Band,Jazz,Music,USD,2011,1300,2011,1311,Successful,26,US,1311,1311,1300,15
10371880,Am I Perfect?,Documentary,Film & Video,AUD,2014,2000,2014,106,Failed,4,AU,92,97,1826,34
10378150,Indescribable,Narrative Film,Film & Video,USD,2011,2500,2011,2745,Successful,34,US,2745,2745,2500,30
10390745,Conjure Trading Card Game - Updated Listing,Tabletop Games,Games,AUD,2014,2000,2014,8390,Successful,61,AU,7579,7761,1850,20
10402600,Sapere Aude,Music,Music,USD,2015,600,2015,0,Failed,0,US,0,0,600,30
10403248,Take Off Your Socks - Disappearing Type 1 Diabetes,Nonfiction,Publishing,USD,2015,11000,2015,285,Failed,6,US,285,285,11000,30
10411119,Wondermark’s Jigsaw Puzzles of Fictional Victorian Charts,Webcomics,Comics,USD,2014,11511,2014,23798,Successful,502,US,23798,23798,11511,30
10418165,Anne of Green Gardens: Miniature Gardening,Publishing,Publishing,USD,2013,2050,2013,2055,Successful,49,US,2055,2055,2050,30
10427174,"Hunt'n Shrooms! The Mushroom Hunting Game, Cards + Art",Tabletop Games,Games,USD,2013,5900,2013,77,Cancelled,5,US,77,77,5900,25
10428885,Poker Apparel and Novelty Items,Ready-to-wear,Fashion,USD,2014,2500,2014,1,Failed,1,US,1,1,2500,30
10429602,Beaver Stomper! a retro video game project,Video Games,Games,USD,2012,640,2012,156,Failed,4,US,156,156,640,18
10438513,seaGrass - Burning Man 2013,Sculpture,Art,USD,2013,10000,2013,10544,Successful,149,US,10544,10544,10000,40
10439987,Mad Squad - physics-based Co-op Action-Platformer (Canceled),Video Games,Games,EUR,2015,6000,2015,570,Cancelled,10,AT,619,642,6761,30
10440002,Entrevistas científicas,Web,Journalism,MXN,2017,18000,2017,10,Failed,1,MX,0,1,948,30
10442652,NIGHTS LIKE THIS - ALBUM & VIDEO(S) - Be a part of it!,Country & Folk,Music,USD,2013,5000,2013,1170,Failed,13,US,1170,1170,5000,29
10443302,Sugar Girl is on the move!!!,Food,Food,USD,2012,20000,2012,180,Failed,4,US,180,180,20000,60
10445322,The Adventures Of BooBoo The Cat - A Bedtime Story,Children's Books,Publishing,GBP,2017,1800,2017,10,Failed,2,GB,6,12,2202,28
10446638,guys like us (Canceled),Webseries,Film & Video,USD,2015,6000,2015,0,Cancelled,0,US,0,0,6000,30
10456565,Alpha Strike's CD/Vinyl pressing & Release Party,Rock,Music,USD,2014,2500,2014,265,Failed,5,US,265,265,2500,35
10457111,Spam The Music Recording Studio,Kids,Music,GBP,2014,10000,2014,0,Failed,0,GB,0,0,16582,45
10458188,"Tales of New Babbage, Vol. 1",Fiction,Publishing,USD,2011,1000,2011,1035,Successful,25,US,1035,1035,1000,51
10470047,Fried Fashions Online Boutique,Apparel,Fashion,USD,2015,2500,2015,0,Failed,0,US,0,0,2500,45
10474337,Silber Mini-Comics Subscriptions,Comic Books,Comics,USD,2014,250,2014,1354,Successful,90,US,1354,1354,250,30
10485797,To Publish Silent Submission in Middle East & Europe!,Nonfiction,Publishing,USD,2012,5000,2012,0,Failed,0,US,0,0,5000,20
10498455,Creative & inspirational place for web-designers,Graphic Design,Design,DKK,2014,30000,2014,0,Failed,0,DK,0,0,5022,30
10498580,Celestial Community Live,Music,Music,USD,2017,65000,2016,30,Cancelled,7,US,0,30,65000,60
10502937,Technology and Kids..,Children's Books,Publishing,USD,2012,5000,2012,2,Failed,2,US,2,2,5000,30
100004195,STUDIO IN THE SKY - A Documentary Feature Film (Canceled),Documentary,Film & Video,USD,2014,65000,2014,6241,Cancelled,43,US,6241,6241,65000,30
100004721,Of Jesus and Madmen,Nonfiction,Publishing,CAD,2013,2500,2013,0,Failed,0,CA,0,0,2406,30
100005484,Lisa Lim New CD!,Indie Rock,Music,USD,2013,12500,2013,12700,Successful,100,US,12700,12700,12500,30
100011318,My Moon - Animated Short Film,Animation,Film & Video,USD,2017,50000,2017,57577,Successful,840,US,10120,57577,50000,30
100012079,Chris Eger Band - New Nashville Record!,Music,Music,USD,2014,12000,2014,13260,Successful,92,US,13260,13260,12000,30
100020143,H2O The Underwater Portraits,People,Photography,USD,2017,9500,2017,6,Failed,2,US,5,6,9500,35
100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,2015,25000,2015,3,Failed,3,CA,2,2,19632,30
100044420,PATTY AT THE PARTY - a mumblecore horror feature,Webseries,Film & Video,USD,2010,5000,2010,50,Failed,3,US,50,50,5000,66
100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,2014,3400,2014,0,Failed,0,US,0,0,3400,60
100056789,Four Short Stories and Ten Love Poems,Publishing,Publishing,USD,2017,3000,2017,3165,Successful,33,US,225,3165,3000,45
100057323,David LaRocca: Star Spawn,Illustration,Art,USD,2015,650,2015,2355,Successful,53,US,2355,2355,650,31
100065084,One Man's Opinion Of Moonlight Song Collection,Music,Music,USD,2017,1450,2017,1647,Successful,33,US,0,1647,1450,15
100078996,APP - CUSTOM SHOES/ Calzado Personalizado - MADAME MARIAN,Apps,Technology,MXN,2016,55000,2016,56680,Successful,24,MX,2,2739,2658,32
100089599,CLOTHING LABEL WITH A 90's STATE OF MIND - MADE IN FRANCE,Apparel,Fashion,EUR,2016,3286,2016,3776,Successful,44,FR,428,3944,3433,30
100091944,Climbing 4 Kidz,Film & Video,Film & Video,CAD,2014,38875,2014,0,Failed,0,CA,0,0,35896,29
100101389,"Uptown Juice Company: Local, cold-pressed goodness",Food,Food,USD,2014,25000,2014,30066,Successful,161,US,30066,30066,25000,35
100101652,Objecthood: A Story of an Imagined Economy (Canceled),Art Books,Publishing,USD,2011,15000,2011,25,Cancelled,1,US,25,25,15000,21
100102338,Water Purification System Using Solar Evacuated Tube,Product Design,Design,USD,2016,150,2016,218,Successful,15,US,218,218,150,20
100114978,Inclusive Toolkit: tools for iOS & OS X app accessibility,Software,Technology,GBP,2015,5500,2015,7157,Successful,184,GB,11148,11335,8711,31
100124630,Progress The Steampunk Series - Season 2,Film & Video,Film & Video,USD,2015,40000,2015,733,Failed,18,US,733,733,40000,30
100130008,Gideon's Epic Forge,Sculpture,Art,USD,2014,550,2014,708,Successful,23,US,708,708,550,30
100134337,Danger!  Extreme Lawn Darts (Canceled),Video Games,Games,USD,2012,10000,2012,60,Cancelled,3,US,60,60,10000,15
100144828,Sasha's Fashion Show - Spectacle,Fashion,Fashion,USD,2014,1750,2014,2190,Successful,51,US,2190,2190,1750,18
100147142,Betul Soykan Records Joaquin Turina Violin Works CD Project,Classical Music,Music,USD,2014,2250,2014,40,Failed,4,US,40,40,2250,30
100158537,The Traps - 2nd Record Vinyl Release,Indie Rock,Music,GBP,2015,2000,2015,2712,Successful,80,GB,4140,4208,3103,53
100161658,Songs of the Damned Jake Brock's Latest Album.,Rock,Music,USD,2012,15000,2012,130,Failed,4,US,130,130,15000,50
100162622,Circa Vitae requests crowd fundage to record our full length album... TO VINYL!!!,Indie Rock,Music,USD,2009,2000,2009,80,Failed,4,US,80,80,2000,87
100171056,TULIPS,Photobooks,Photography,USD,2014,18000,2014,18625,Successful,167,US,18625,18625,18000,37
100173367,Deluxe RPG Handbrain Screen,Tabletop Games,Games,USD,2017,19400,2017,37522,Successful,1053,US,111,37522,19400,18
100173829,La Press: Make Soap at Home in 2 minutes. No Chemicals!,Gadgets,Technology,CAD,2017,40000,2017,0,Failed,0,CA,86,0,31343,60
100181036,FILM PROJECT:  A HISTORY OF COMING OUT,Documentary,Film & Video,USD,2013,20000,2013,756,Failed,9,US,756,756,20000,30
100182282,Completion of the history of Kent,Nonfiction,Publishing,GBP,2013,30000,2013,11,Failed,1,GB,18,18,49034,30
100188605,Daily Bread: Stories from Rural Greece,Photobooks,Photography,USD,2015,10000,2015,10290,Successful,61,US,10290,10290,10000,30
100194308,making more bringpacks,Product Design,Design,USD,2014,15000,2014,935,Failed,23,US,935,935,15000,30
100196479,Digital Aristocracy: A Commoner's Guide to Digital Riches,Nonfiction,Publishing,USD,2012,2000,2012,0,Failed,0,US,0,0,2000,20
100207951,Face-To-Face: Short Film (Canceled),Shorts,Film & Video,USD,2012,600,2012,10,Cancelled,1,US,10,10,600,17
100212057,Jazz Funeral For Coney Island,Digital Art,Art,USD,2011,3000,2011,3005,Successful,46,US,3005,3005,3000,30
100212849,"ThailandMike No.1, Portfolio, hiccup tour guide & Sketchbook",Journalism,Journalism,USD,2016,2500,2016,3184,Successful,27,US,3184,3184,2500,31
100224840,Flutter & Flow Knitting Book,Knitting,Crafts,USD,2017,2000,2017,2025,Successful,38,US,80,2025,2000,16
100227845,Secret Behavior Magazine,Art Books,Publishing,USD,2014,16000,2014,17563,Successful,136,US,17563,17563,16000,22
100230798,The Structure,Installations,Art,USD,2015,1000,2015,0,Failed,0,US,0,0,1000,30
100236770,JUDGED...The Irreverent Party Game,Games,Games,USD,2016,22500,2016,345,Failed,8,US,147,345,22500,30
100245014,Small Footprints (Canceled),Painting,Art,USD,2011,7000,2010,50,Cancelled,1,US,50,50,7000,30
100263139,"Mover Kit: get kids moving, building & coding",Product Design,Design,USD,2016,50000,2016,129311,Successful,1822,US,129311,129311,50000,30
100264379,P-LINK : Guitar Pickup Interchange System,Product Design,Design,AUD,2016,75000,2016,13863,Failed,89,AU,1140,10557,57112,43
100275914,Can You Survive: TREASURE ISLAND (Choose Your Path),Children's Books,Publishing,USD,2013,500,2013,950,Successful,18,US,950,950,500,21
100278912,Sheet Musica Project (Canceled),Classical Music,Music,USD,2014,2000,2014,95,Cancelled,4,US,95,95,2000,30
100281397,Dragonfly,Conceptual Art,Art,CAD,2015,49786,2015,0,Failed,0,CA,0,0,35859,30
100296818,New Social Network,Web,Technology,GBP,2014,5000,2014,0,Failed,0,GB,0,0,7841,30
100301303,Love Animals - Debut EP Project,Music,Music,USD,2013,1200,2013,35,Failed,2,US,35,35,1200,30
100301891,Bridge of Sighs Short Film -- Part 2,Shorts,Film & Video,USD,2012,1400,2012,1405,Successful,12,US,1405,1405,1400,8
100324011,Seeking Shelter Vol 3: Rescue Animals Ho!,Webcomics,Comics,USD,2015,50,2015,439,Successful,20,US,439,439,50,30
100328540,The Scarf Cuff,Fashion,Fashion,USD,2014,5000,2014,585,Failed,5,US,585,585,5000,30
100341575,Lotus earring,Jewelry,Fashion,USD,2017,100,2017,14,Failed,2,US,26,14,100,6
100343348,Bohemian Book Project,Children's Books,Publishing,USD,2011,3000,2011,3027,Successful,41,US,3027,3027,3000,30
100349058,IronSaga,Video Games,Games,CAD,2016,500,2016,64,Cancelled,5,CA,32,50,389,32
100358406,Charlie vs Goliath,Documentary,Film & Video,USD,2016,40000,2016,40546,Successful,267,US,25,40546,40000,30
100359228,Wireless Touchpad for Console Gaming Controllers (Canceled),DIY Electronics,Technology,USD,2014,100000,2014,162,Cancelled,3,US,162,162,100000,33
100365021,Pappino - Dein Foto auf einem recyceltem Kartonrahmen,Product Design,Design,EUR,2015,2500,2015,218,Failed,15,DE,243,239,2742,15
100371737,Chain Mail Creations,Crafts,Crafts,USD,2014,750,2014,240,Failed,6,US,240,240,750,30
100372771,A Big Dream of a Little Man - Alex Oddman's Debute Album,Music,Music,USD,2017,1,2016,7,Cancelled,1,US,7,7,1,30
100375774,Sandia Creek Sustainable Farms & Community Support Project,Community Gardens,Food,USD,2016,175000,2016,120,Cancelled,4,US,120,120,175000,30
100379732,VAUDEZILLA! Chicago Burlesque Coloring Book by Matt Hansel,Illustration,Art,USD,2015,600,2014,1026,Successful,37,US,1026,1026,600,30
100385010,Music Production,Electronic Music,Music,GBP,2016,1000,2016,0,Failed,0,GB,0,0,1449,30
100395799,INSPIRE X SOUND,Experimental,Film & Video,CAD,2014,2000,2014,2020,Successful,59,CA,1806,1767,1749,30
100396408,Speculative Relationships: A Sci-fi Romance Comics Anthology,Anthologies,Comics,USD,2014,9000,2014,11357,Successful,516,US,11357,11357,9000,30
100399282,Aurora - Chronicles of a Hero,Science Fiction,Film & Video,USD,2017,50000,2017,1008,Failed,19,US,696,1008,50000,30
100413062,Corey’s Coffee Bar,Food,Food,USD,2013,6000,2013,10,Failed,1,US,10,10,6000,30
100433895,The Berwyn Project EP by The MC Type & thewoods,Hip-Hop,Music,USD,2017,2500,2017,2521,Successful,73,US,971,2521,2500,24
100437007,Lose Like a Human (2017),Film & Video,Film & Video,GBP,2017,800,2017,920,Successful,28,GB,560,1195,1039,30
100438743,Love. Guts. High School.,Theater,Theater,USD,2012,2500,2012,2667,Successful,71,US,2667,2667,2500,34
100448936,"Bryan Wilton, From Print to Audio",Publishing,Publishing,USD,2017,1000,2017,50,Failed,1,US,50,50,1000,30
100452386,Cemetery Angels - A Photographic Book,Photobooks,Photography,USD,2015,3000,2015,300,Failed,1,US,300,300,3000,30
100455559,KENSAKU SHINOHARA : AT MANA TO SPRING 2014,Performance Art,Art,USD,2014,1000,2013,1390,Successful,51,US,1390,1390,1000,30
100459896,How To Create A Liberal America,Nonfiction,Publishing,USD,2012,30000,2012,8652,Failed,161,US,8652,8652,30000,30
100459984,"Cooking With Fire, The Disaster Cookbook",Nonfiction,Publishing,USD,2013,1500,2013,1692,Successful,42,US,1692,1692,1500,38
100464296,FlowPaw : Learn computer coding by building your own gizmos,Technology,Technology,GBP,2014,19500,2014,20970,Successful,145,GB,33780,32886,30581,30
100483818,The Art of Mitch Foust 2017 Yearbook,Art Books,Publishing,USD,2017,5000,2017,10177,Successful,79,US,5957,10177,5000,32
100495978,A Weekly Video Series,Animation,Film & Video,USD,2016,500,2016,2,Failed,2,US,2,2,500,30
100497966,My first official music video for my single Forever,Hip-Hop,Music,USD,2013,700,2013,0,Failed,0,US,0,0,700,30
100510248,Without You,Film & Video,Film & Video,GBP,2013,2000,2013,15,Failed,2,GB,24,23,3037,40
100513718,Sprite Lamp - Dynamic lighting for 2D art,Video Games,Games,AUD,2013,6000,2013,30354,Successful,547,AU,28481,27136,5364,30
100520530,Finish El Toro The Tot Food Trailer!!,Food,Food,USD,2013,28000,2013,28036,Successful,75,US,28036,28036,28000,30
100520798,MadJacks | Ski Pain-Free | Walk Normally | Affordably,Product Design,Design,USD,2017,8000,2017,9502,Successful,53,US,398,9502,8000,45
100522710,Hollander & Lexer F/W13 Women's Clothing Project (Canceled),Fashion,Fashion,USD,2013,35000,2013,391,Cancelled,6,US,391,391,35000,30
100525355,The Stolen Crystals,Video Games,Games,EUR,2016,500,2016,15,Failed,2,FR,17,17,558,30
100548130,SHRED. Pro Rider Snowboard game.,Video Games,Games,USD,2016,10000,2015,21,Failed,2,US,21,21,10000,30
100551656,Daniel: an Ordinary Tragedy: a new musical,Musical,Theater,USD,2015,1000,2015,1100,Successful,17,US,1100,1100,1000,36
100555757,Covalence: A Molecule Building Game,Tabletop Games,Games,USD,2015,7500,2015,38317,Successful,1447,US,38317,38317,7500,30
100558945,Banaau - getting to the next level,Music,Music,EUR,2016,600,2016,609,Successful,14,IT,246,678,668,35
100572504,Paprika: The Short Film,Shorts,Film & Video,USD,2017,20000,2017,302,Failed,7,US,272,302,20000,30
100576591,Nina Jo Smith’s PEOPLE PLACES & SINGS CD,Country & Folk,Music,USD,2012,3500,2012,3500,Successful,51,US,3500,3500,3500,30
100580052,Get It On The Shelf!,Fiction,Publishing,USD,2011,5500,2011,35,Failed,3,US,35,35,5500,60
100590427,Keepers of the Kingdom,Photo,Journalism,GBP,2014,10500,2014,1580,Failed,62,GB,2621,2538,16870,30
100603923,The sexiest lingerie greeting cards ever...,Accessories,Fashion,USD,2017,50000,2017,0,Failed,0,US,0,0,50000,30
100607048,Noor would love to draw,Public Art,Art,EUR,2015,846,2015,435,Failed,16,NL,496,488,949,22
100608135,Shell-Shock,Video Games,Games,USD,2014,15000,2014,56,Failed,2,US,56,56,15000,30
100608193,Tactile Turn Mover & Shaker Pens - New Materials,Product Design,Design,USD,2014,30000,2014,81981,Successful,829,US,81981,81981,30000,31
100609913,"Martin Persil, la cantine vegan à roulettes !",Vegan,Food,EUR,2016,7500,2016,9172,Successful,193,FR,10020,10177,8322,35
100613576,Funding a Veterans second chance,Food Trucks,Food,USD,2015,60000,2014,30,Failed,3,US,30,30,60000,60
100617198,AniCareWorld - app and online platform,Design,Design,GBP,2017,88000,2017,21,Failed,2,GB,0,28,115236,31
100619872,Picture Their Faces Photo Booth: Bringing smiles to all!,Photography,Photography,USD,2014,1500,2014,0,Failed,0,US,0,0,1500,30
100620160,Darklands: Starter Hosts,Tabletop Games,Games,GBP,2017,10000,2017,15806,Successful,157,GB,3518,19406,12278,13
100625301,Decisions,Narrative Film,Film & Video,USD,2012,1000,2012,367,Failed,7,US,367,367,1000,16
